full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Nanitamo Ikone,22,894092400,Ligue 1,2019/2020,Midfielder,Lille,2075,1214,861,France,28,15,13,3,1,2,6,4,2,1,0,12,9,3,17,7,10,6,0,0.39,0.26,0.13,0.07,0.21,692,0.74,122,74,346,346,0.26,123,28,-1,3
Nathan N'Goumou Minpole,20,953020800,Ligue 1,2019/2020,Midfielder,Toulouse,8,8,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,24
Nathanaël Mbuku,18,1016265600,Ligue 1,2019/2020,Forward,Reims,390,175,215,France,11,5,6,0,0,0,0,0,0,0,0,5,3,2,5,2,3,0,0,0,0,0,0,0,0,1.15,78,35,0,0,0,325,321,-1,21
Nelson Sissoko,23,857721600,Ligue 1,2019/2020,Defender,Saint-Étienne,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nemanja Radonjić,24,824371200,Ligue 1,2019/2020,Forward,Olympique Marseille,873,483,390,Serbia,21,10,11,5,2,3,1,1,0,0,0,10,3,7,5,3,2,3,0,0.62,0.1,0.52,0.37,0.69,175,0.52,175,42,291,873,0.31,16,139,-1,4
Neymar,28,697276800,Ligue 1,2019/2020,Forward,PSG,1322,782,540,Brazil,15,9,6,13,6,7,6,2,4,4,1,9,5,4,10,8,2,4,1,1.29,0.41,0.89,0.69,1.17,102,0.68,132,88,331,220,0.27,2,11,-1,2
Nianzou Tanguy Kouassi,18,1023433200,Ligue 1,2019/2020,Defender,PSG,451,162,289,France,6,2,4,2,0,2,0,0,0,0,0,3,2,1,5,0,5,1,0,0.4,0,0.4,0,0.62,226,1,90,75,451,0,0.2,32,235,59,9
Nicholas Opoku,23,871282800,Ligue 1,2019/2020,Defender,Amiens SC,630,360,270,Ghana,7,4,3,0,0,0,0,0,0,0,0,3,1,2,8,6,2,1,0,0,0,0,0,0,0,1.14,79,90,630,0,0.14,236,219,87,17
Nicolas De Roussel de Préville,29,663321600,Ligue 1,2019/2020,Forward,Bordeaux,2002,850,1152,France,24,11,13,6,4,2,4,1,3,1,0,6,4,2,26,9,17,4,0,0.45,0.18,0.27,0.42,0.16,334,1.17,77,83,501,501,0.18,61,61,-1,4
Nicolás Gaitán,32,572601600,Ligue 1,2019/2020,Midfielder,Lille,50,30,20,Argentina,4,2,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,13
Nicolas Isimat-Mirin,28,690192000,Ligue 1,2019/2020,Defender,Toulouse,1260,540,720,France,14,6,8,1,0,1,0,0,0,0,0,0,0,0,29,10,19,4,0,0.07,0,0.07,0,0.13,1260,2.07,43,90,315,0,0.29,168,223,161,9
Nicolas Lemaître,23,853056000,Ligue 1,2019/2020,Goalkeeper,Reims,90,0,90,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,18
Nicolas Louis Marcel Cozza,21,915782400,Ligue 1,2019/2020,Defender,Montpellier,556,402,154,France,7,5,2,0,0,0,0,0,0,0,0,3,3,0,3,1,2,1,0,0,0,0,0,0,0,0.49,185,79,556,0,0.16,292,290,4,18
Nicolas Pallois,33,559033200,Ligue 1,2019/2020,Defender,Nantes,1890,1080,810,France,21,12,9,0,0,0,0,0,0,0,0,9,7,2,19,7,12,10,0,0,0,0,0,0,0,0.9,99,90,189,0,0.48,362,379,43,26
Niels Nkounkou,20,973065600,Ligue 1,2019/2020,Defender,Olympique Marseille,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Noah Crétier,19,1005724800,Ligue 1,2019/2020,Defender,Nice,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nolan Mbemba,25,793180800,Ligue 1,2019/2020,Midfielder,Reims,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Nolan Roux,32,573206400,Ligue 1,2019/2020,Forward,Nîmes,588,340,248,France,7,4,3,2,1,1,0,0,0,0,0,2,2,0,8,4,4,0,0,0.31,0,0.31,0.26,0.36,294,1.22,74,84,0,0,0,50,233,-1,6
Nuno da Costa,29,666172800,Ligue 1,2019/2020,Forward,Strasbourg,518,352,166,Cape Verde,14,7,7,1,0,1,0,0,0,0,0,4,1,3,8,4,4,4,0,0.17,0,0.17,0,0.54,518,1.39,65,37,130,0,0.69,96,342,-1,7
Opa N'Guette,26,773650800,Ligue 1,2019/2020,Forward,Metz,1843,1007,836,Senegal,26,14,12,5,5,0,2,1,1,0,0,8,3,5,23,12,11,1,0,0.34,0.1,0.24,0.45,0,369,1.12,80,71,1843,922,0.05,64,133,-1,2
Otávio,25,792316800,Ligue 1,2019/2020,Midfielder,Bordeaux,2213,1080,1133,Brazil,25,12,13,2,2,0,3,1,2,0,0,6,4,2,25,10,15,6,0,0.2,0.12,0.08,0.17,0,1107,1.02,89,89,369,738,0.24,159,101,-1,8
Oumar Solet Bomawoko,20,949910400,Ligue 1,2019/2020,Defender,Olympique Lyonnais,8,0,8,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,15
Pablo Martinez,31,604051200,Ligue 1,2019/2020,Defender,Nîmes,2340,1260,1080,France,26,14,12,2,2,0,1,1,0,0,0,7,5,2,39,14,25,5,1,0.12,0.04,0.08,0.14,0,1170,1.5,60,90,468,2340,0.19,157,204,133,9
Pablo Nascimento Castro,29,677487600,Ligue 1,2019/2020,Defender,Bordeaux,2175,1095,1080,Brazil,25,13,12,4,2,2,0,0,0,0,0,6,4,2,26,10,16,2,0,0.17,0,0.17,0.16,0.17,544,1.08,84,87,1088,0,0.08,97,369,72,6
Pablo Sarabia,28,705567600,Ligue 1,2019/2020,Midfielder,PSG,1164,634,530,Spain,21,13,8,4,3,1,3,3,0,0,0,10,8,2,7,2,5,1,0,0.54,0.23,0.31,0.43,0.17,291,0.54,166,55,1164,388,0.08,51,36,-1,6
Papa Ndiaga Yade,20,947059200,Ligue 1,2019/2020,Midfielder,Metz,2,2,0,Senegal,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,24
Pape Cheik Diop Guete,23,871023600,Ligue 1,2019/2020,Midfielder,Olympique Lyonnais,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Patrick Burner,24,829206000,Ligue 1,2019/2020,Defender,Nice,1432,755,677,France,20,10,10,1,0,1,1,0,1,0,0,3,2,1,24,12,12,6,1,0.13,0.06,0.06,0,0.13,1432,1.51,60,72,239,1432,0.38,179,181,135,8
Paul Baysse,32,579942000,Ligue 1,2019/2020,Defender,Bordeaux,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Paul Bernardoni,23,861346800,Ligue 1,2019/2020,Goalkeeper,Nîmes,2204,1170,1034,France,25,13,12,0,0,0,0,0,0,0,0,6,5,1,38,14,24,0,0,0,0,0,0,0,0,1.55,58,88,0,0,0,360,360,141,24
Paul Delecroix,32,592815600,Ligue 1,2019/2020,Goalkeeper,Metz,135,45,90,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,2.67,34,68,0,0,0,-1,-1,-1,15
Paul Lasne,31,600940800,Ligue 1,2019/2020,Midfielder,Brest,1224,467,757,France,19,8,11,2,2,0,1,0,1,0,0,7,5,2,19,4,15,1,0,0.22,0.07,0.15,0.39,0,612,1.4,64,64,1224,1224,0.07,109,167,-1,9
Pedro Mendes,30,654764400,Ligue 1,2019/2020,Defender,Montpellier,1378,702,676,Portugal,16,8,8,1,1,0,0,0,0,0,0,4,3,1,16,5,11,10,1,0.07,0,0.07,0.13,0,1378,1.04,86,86,138,0,0.65,163,286,65,7
Pépé Bonet Kapambu,17,1045123200,Ligue 1,2019/2020,Goalkeeper,Rennes,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Percy Prado Ruiz,24,821606400,Ligue 1,2019/2020,Midfielder,Nantes,184,90,94,France,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,1.96,46,61,184,0,0.49,-1,-1,-1,12
Petar Škuletić,30,646642800,Ligue 1,2019/2020,Forward,Montpellier,103,4,99,Serbia,5,1,4,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1.75,52,21,0,0,0,-1,-1,-1,21
Pierre Kalulu Kyatengwa,20,960188400,Ligue 1,2019/2020,Defender,Olympique Lyonnais,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pierre Lees Melou,27,738313200,Ligue 1,2019/2020,Midfielder,Nice,2253,1251,1002,France,26,14,12,5,3,2,6,6,0,0,0,4,2,2,32,17,15,5,0,0.44,0.24,0.2,0.22,0.18,451,1.28,70,87,451,376,0.2,84,32,-1,3
Pierre-Daniel N'Guinda N'Diffon,24,835081200,Ligue 1,2019/2020,Defender,Monaco,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Pierrick Capelle,33,545468400,Ligue 1,2019/2020,Midfielder,Angers SCO,1748,1037,711,France,24,13,11,1,1,0,2,2,0,0,0,9,5,4,27,13,14,7,0,0.15,0.1,0.05,0.09,0,1748,1.39,65,73,250,874,0.36,187,130,-1,10
Pierrick Valdivia,32,577350000,Ligue 1,2019/2020,Midfielder,Nîmes,68,58,10,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2.65,34,34,0,0,0,-1,-1,-1,25
Pietro Pellegri,19,984816000,Ligue 1,2019/2020,Forward,Monaco,0,0,0,Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Predrag Rajković,25,815126400,Ligue 1,2019/2020,Goalkeeper,Reims,2430,1260,1170,Serbia,27,14,13,0,0,0,0,0,0,0,0,12,8,4,17,7,10,1,0,0,0,0,0,0,0,0.63,143,90,2430,0,0.04,321,315,7,11
Presnel Kimpembe,25,808297200,Ligue 1,2019/2020,Defender,PSG,1224,739,485,France,16,9,7,0,0,0,0,0,0,0,0,8,6,2,11,6,5,6,0,0,0,0,0,0,0,0.81,111,77,204,0,0.44,255,237,28,20
Prince-Désir Gouano,26,756720000,Ligue 1,2019/2020,Defender,Amiens SC,270,180,90,France,3,2,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,26
Quentin Boisgard,23,858585600,Ligue 1,2019/2020,Midfielder,Toulouse,1150,630,520,France,20,9,11,1,0,1,1,1,0,0,0,3,2,1,22,10,12,1,0,0.16,0.08,0.08,0,0.17,1150,1.72,52,58,1150,1150,0.08,158,153,-1,10
Quentin Cornette,26,758793600,Ligue 1,2019/2020,Forward,Amiens SC,342,106,236,France,13,5,8,0,0,0,2,1,1,0,0,3,1,2,3,1,2,0,0,0.53,0.53,0,0,0,0,0.79,114,26,0,171,0,260,4,-1,19
Rachid Alioui,28,708850800,Ligue 1,2019/2020,Forward,Angers SCO,1564,944,620,Morocco,28,15,13,6,3,3,1,0,1,0,0,12,7,5,20,8,12,1,0,0.4,0.06,0.35,0.29,0.44,261,1.15,78,56,1564,1564,0.06,40,177,-1,1
Racine Coly,24,818409600,Ligue 1,2019/2020,Defender,Nice,651,303,348,Senegal,10,5,5,1,0,1,0,0,0,0,0,2,2,0,11,2,9,5,2,0.14,0,0.14,0,0.26,651,1.52,59,65,130,0,0.69,115,279,137,7
Rafael,30,647506800,Ligue 1,2019/2020,Defender,Olympique Lyonnais,701,295,406,Brazil,13,6,7,0,0,0,0,0,0,0,0,3,2,1,8,2,6,3,0,0,0,0,0,0,0,1.03,88,54,234,0,0.39,230,252,62,16
Rafik Guitane,21,927702000,Ligue 1,2019/2020,Midfielder,Rennes,14,12,2,France,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,14
Raoul Bellanova,20,958546800,Ligue 1,2019/2020,Defender,Bordeaux,63,0,63,Italy,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4.29,21,63,0,0,0,-1,-1,-1,18
Raphael Dias Belloli,24,824284800,Ligue 1,2019/2020,Forward,Rennes,1695,903,792,Brazil,22,11,11,5,4,1,3,2,1,1,0,7,2,5,15,10,5,4,0,0.42,0.16,0.27,0.4,0.11,339,0.8,113,77,424,565,0.21,58,76,-1,3
Rayan Aït Nouri,19,991810800,Ligue 1,2019/2020,Defender,Angers SCO,1287,772,515,France,17,10,7,0,0,0,2,2,0,0,0,7,5,2,17,5,12,3,0,0.14,0.14,0,0,0,0,1.19,76,76,429,644,0.21,363,92,96,22
Rayan Philippe,20,972284400,Ligue 1,2019/2020,Forward,Dijon,29,29,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,-1,-1,-1,17
Régis Gurtner,33,534412800,Ligue 1,2019/2020,Goalkeeper,Amiens SC,2520,1260,1260,France,28,14,14,0,0,0,0,0,0,0,0,5,3,2,48,22,26,0,0,0,0,0,0,0,0,1.71,53,90,0,0,0,282,280,148,18
Reinildo Isnard Mandava,26,759139200,Ligue 1,2019/2020,Defender,Lille,1107,567,540,Mozambique,16,10,6,0,0,0,0,0,0,0,0,7,6,1,12,5,7,4,0,0,0,0,0,0,0,0.98,92,69,277,0,0.33,390,389,52,18
Rémi Oudin,23,848304000,Ligue 1,2019/2020,Forward,Bordeaux,1964,1047,917,France,26,14,12,4,2,2,3,2,1,0,0,12,7,5,14,8,6,1,0,0.32,0.14,0.18,0.17,0.2,491,0.64,140,76,1964,655,0.05,92,93,-1,5
Rémi Walter,25,798879600,Ligue 1,2019/2020,Midfielder,Nice,54,54,0,France,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,-1,-1,-1,30
Renato Sanches,23,871887600,Ligue 1,2019/2020,Midfielder,Lille,1482,819,663,Portugal,19,10,9,3,2,1,1,0,1,0,0,9,6,3,14,6,8,3,0,0.24,0.06,0.18,0.22,0.14,494,0.85,106,78,494,1482,0.18,93,178,-1,4
Renaud Cohade,36,465289200,Ligue 1,2019/2020,Midfielder,Metz,768,303,465,France,12,5,7,1,1,0,0,0,0,0,0,2,1,1,15,6,9,3,0,0.12,0,0.12,0.3,0,768,1.76,51,64,256,0,0.35,126,348,-1,8
Renaud Emond,28,691920000,Ligue 1,2019/2020,Forward,Nantes,291,80,211,Belgium,6,2,4,0,0,0,0,0,0,0,0,1,0,1,2,0,2,1,0,0,0,0,0,0,0,0.62,146,49,291,0,0.31,234,228,-1,11
Renaud Ripart,27,732096000,Ligue 1,2019/2020,Forward,Nîmes,2031,984,1047,France,24,12,12,4,3,1,2,0,2,2,0,6,4,2,37,13,24,0,0,0.27,0.09,0.18,0.27,0.09,508,1.64,55,85,0,1016,0,91,150,-1,2
Rene Krhin,30,643273200,Ligue 1,2019/2020,Midfielder,Nantes,325,153,172,Slovenia,8,4,4,0,0,0,0,0,0,0,0,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0.83,108,41,0,0,0,237,240,-1,16
Riza Durmisi,26,758016000,Ligue 1,2019/2020,Defender,Nice,160,57,103,Denmark,4,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.69,53,40,0,0,0,-1,-1,-1,31
Robert Berič,29,677142000,Ligue 1,2019/2020,Forward,Saint-Étienne,409,228,181,Slovenia,11,5,6,1,1,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0.22,0,0.22,0.39,0,409,1.1,82,37,0,0,0,77,284,-1,5
Roli Pereira de Sa,23,850204800,Ligue 1,2019/2020,Midfielder,Nantes,5,0,5,France,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,15
Romain Amalfitano,31,620204400,Ligue 1,2019/2020,Midfielder,Dijon,1693,1070,623,France,26,14,12,1,1,0,1,1,0,0,0,6,5,1,23,11,12,5,0,0.11,0.05,0.05,0.08,0,1693,1.22,74,65,339,1693,0.27,185,192,-1,7
Romain Del Castillo,24,828086400,Ligue 1,2019/2020,Forward,Rennes,1243,786,457,France,21,13,8,2,2,0,5,3,2,1,0,7,3,4,8,6,2,2,0,0.51,0.36,0.14,0.23,0,622,0.58,155,59,622,249,0.14,112,13,-1,5
Romain Hamouma,33,544003200,Ligue 1,2019/2020,Forward,Saint-Étienne,864,521,343,France,14,7,7,6,3,3,1,1,0,0,0,2,1,1,19,8,11,3,1,0.73,0.1,0.63,0.52,0.79,144,1.98,45,62,288,864,0.31,10,126,-1,2
Romain Perraud,23,874911600,Ligue 1,2019/2020,Defender,Brest,1670,856,814,France,20,10,10,0,0,0,1,1,0,0,0,4,3,1,26,10,16,1,0,0.05,0.05,0,0,0,0,1.4,64,84,1670,1670,0.05,373,195,116,21
Romain Philippoteaux,32,573292800,Ligue 1,2019/2020,Midfielder,Nîmes,2000,1131,869,France,27,14,13,5,2,3,2,2,0,0,0,7,5,2,31,12,19,3,0,0.32,0.09,0.23,0.16,0.31,400,1.4,65,74,667,1000,0.14,71,142,-1,1
Romain Salin,36,459932400,Ligue 1,2019/2020,Goalkeeper,Rennes,360,180,180,France,4,2,2,0,0,0,0,0,0,0,0,1,0,1,4,2,2,1,0,0,0,0,0,0,0,1,90,90,360,0,0.25,294,292,60,13
Romain Thomas,32,582102000,Ligue 1,2019/2020,Defender,Angers SCO,2342,1281,1061,France,27,15,12,1,1,0,2,1,1,0,0,12,7,5,29,12,17,4,0,0.12,0.08,0.04,0.07,0,2342,1.11,81,87,586,1171,0.15,212,154,80,7
Rony Lopes,24,820137600,Ligue 1,2019/2020,Midfielder,Monaco,81,81,0,Portugal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3.33,27,81,0,0,0,-1,-1,-1,22
Ruben Aguilar,27,735807600,Ligue 1,2019/2020,Defender,Monaco,1067,569,498,France,19,9,10,0,0,0,2,2,0,0,0,5,3,2,15,11,4,4,2,0.17,0.17,0,0,0,0,1.27,71,56,178,534,0.51,303,64,104,27
Ruben Gabrielsen,28,700214400,Ligue 1,2019/2020,Defender,Toulouse,657,297,360,Norway,8,4,4,0,0,0,0,0,0,0,0,1,0,1,15,9,6,1,1,0,0,0,0,0,0,2.05,44,82,329,0,0.27,233,227,160,11
Rubén Pardo Gutiérrez,28,719737200,Ligue 1,2019/2020,Midfielder,Bordeaux,184,65,119,Spain,6,2,4,1,0,1,0,0,0,0,0,0,0,0,5,1,4,0,0,0.49,0,0.49,0,0.76,184,2.45,37,31,0,0,0,-1,-1,-1,9
Rúnar Alex Rúnarsson,25,793094400,Ligue 1,2019/2020,Goalkeeper,Dijon,899,449,450,Iceland,11,6,5,0,0,0,0,0,0,0,0,0,0,0,15,6,9,0,0,0,0,0,0,0,0,1.5,60,82,0,0,0,328,322,132,10
Ryad Boudebouz,30,635414400,Ligue 1,2019/2020,Midfielder,Saint-Étienne,1605,716,889,Algeria,24,12,12,1,0,1,4,2,2,1,0,4,3,1,24,8,16,0,0,0.28,0.22,0.06,0,0.1,1605,1.35,67,67,0,401,0,173,42,-1,9
Sacha Boey,20,968828400,Ligue 1,2019/2020,Defender,Rennes,168,19,149,France,5,2,3,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,0,0,0,0,0,0,0,1.07,84,34,168,0,0.54,-1,-1,-1,18
Sacha Semaoun,19,981532800,Ligue 1,2019/2020,Forward,Toulouse,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sada Thioub,25,801990000,Ligue 1,2019/2020,Forward,Angers SCO,1505,838,667,France,23,12,11,1,1,0,2,2,0,0,0,10,6,4,15,9,6,3,0,0.18,0.12,0.06,0.11,0,1505,0.9,100,65,502,753,0.18,169,108,-1,9
Saîf-Eddine Khaoui,25,798966000,Ligue 1,2019/2020,Midfielder,Olympique Marseille,99,81,18,France,7,6,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,99,0,0.91,-1,-1,-1,14
Salomon Sambia,24,842079600,Ligue 1,2019/2020,Midfielder,Montpellier,579,242,337,France,17,9,8,1,0,1,1,1,0,0,0,5,4,1,12,4,8,4,1,0.31,0.16,0.16,0,0.27,579,1.87,48,34,116,579,0.78,106,78,-1,8
Sam Sanna,21,920880000,Ligue 1,2019/2020,Midfielder,Toulouse,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Saman Ghoddos,27,752313600,Ligue 1,2019/2020,Forward,Amiens SC,229,203,26,Sweden,5,3,2,1,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0.39,0,0.39,0,3.46,229,0.39,229,46,229,0,0.39,-1,-1,-1,9
Sambou Sissoko,21,925196400,Ligue 1,2019/2020,Midfielder,Reims,29,22,7,France,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,-1,-1,-1,19
Sami Ben Amar,22,888825600,Ligue 1,2019/2020,Forward,Nîmes,12,0,12,France,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,17
Sami Lahssaini,22,906102000,Ligue 1,2019/2020,Midfielder,Metz,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Samuel Grandsir,24,840006000,Ligue 1,2019/2020,Forward,Brest,1500,822,678,France,24,12,12,3,1,2,1,1,0,0,0,5,4,1,22,8,14,0,0,0.24,0.06,0.18,0.11,0.27,500,1.32,68,63,0,1500,0,88,175,-1,6
Samuel Kalu Ojim,23,872578800,Ligue 1,2019/2020,Forward,Bordeaux,1359,649,710,Nigeria,20,10,10,1,0,1,1,0,1,0,0,3,2,1,17,6,11,4,0,0.13,0.07,0.07,0,0.13,1359,1.13,80,68,340,1359,0.26,166,161,-1,11
Samuel Moutoussamy,24,839833200,Ligue 1,2019/2020,Midfielder,Nantes,509,132,377,France,18,9,9,0,0,0,0,0,0,0,0,9,6,3,6,0,6,0,0,0,0,0,0,0,0,1.06,85,28,0,0,0,335,335,-1,22
Sanasi Sy,21,923212800,Ligue 1,2019/2020,Defender,Amiens SC,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sanjin Prcić,26,753782400,Ligue 1,2019/2020,Midfielder,Strasbourg,77,0,77,Bosnia and Herzegovina,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.17,77,26,0,0,0,-1,-1,-1,21
Sehrou Guirassy,24,826617600,Ligue 1,2019/2020,Forward,Amiens SC,1927,1040,887,France,23,12,11,9,5,4,2,1,1,3,1,5,3,2,32,18,14,6,0,0.51,0.09,0.42,0.43,0.41,214,1.49,60,84,321,964,0.28,24,148,-1,1
Senou Coulibaly,26,778662000,Ligue 1,2019/2020,Defender,Dijon,669,252,417,France,10,4,6,0,0,0,0,0,0,0,0,1,0,1,13,7,6,0,0,0,0,0,0,0,0,1.75,51,67,0,0,0,285,324,152,25
Sergi Palencia Hurtado,24,827568000,Ligue 1,2019/2020,Defender,Saint-Étienne,471,162,309,Spain,6,2,4,0,0,0,0,0,0,0,0,1,0,1,6,3,3,2,0,0,0,0,0,0,0,1.15,79,79,236,0,0.38,279,271,89,21
Sergio Rico,27,746866800,Ligue 1,2019/2020,Goalkeeper,PSG,180,90,90,Spain,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,16
Seydou Sy,24,818755200,Ligue 1,2019/2020,Goalkeeper,Monaco,0,0,0,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sidy Sarr,24,833958000,Ligue 1,2019/2020,Midfielder,Nîmes,1157,438,719,Senegal,22,10,12,0,0,0,2,2,0,0,0,5,3,2,21,4,17,6,0,0.16,0.16,0,0,0,0,1.63,55,53,193,579,0.47,251,74,-1,20
Simon Brady Ngapandouetnbu,16,1070524800,Ligue 1,2019/2020,Goalkeeper,Olympique Marseille,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Sofiane Alakouch,22,901695600,Ligue 1,2019/2020,Midfielder,Nîmes,1406,753,653,France,17,9,8,0,0,0,0,0,0,0,0,4,3,1,23,6,17,3,0,0,0,0,0,0,0,1.47,61,83,469,0,0.19,270,267,-1,19
Souleyman Doumbia,24,843548400,Ligue 1,2019/2020,Defender,Angers SCO,540,270,270,Côte d'Ivoire,6,3,3,0,0,0,1,0,1,0,0,4,3,1,2,0,2,1,0,0.17,0.17,0,0,0,0,0.33,270,90,540,540,0.17,267,69,1,14
Souleymane Camara,37,409392000,Ligue 1,2019/2020,Forward,Montpellier,150,41,109,Senegal,13,4,9,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0.6,150,12,0,0,0,-1,-1,-1,16
Stanley Nsoki,21,923641200,Ligue 1,2019/2020,Midfielder,Nice,1272,814,458,France,17,10,7,0,0,0,1,0,1,0,0,3,1,2,17,11,6,3,0,0.07,0.07,0,0,0,0,1.2,75,75,424,1272,0.21,221,164,-1,18
